,top,FD_SNP_bayP,FD_SNP_uncor,FD_TC_bayP,FD_TC_uncor,FD_WZA_bayP,FD_WZA_empR,FD_WZA_uncor,PCE_SNP_bayP,PCE_SNP_uncor,PCE_TC_bayP,PCE_TC_uncor,PCE_WZA_bayP,PCE_WZA_empR,PCE_WZA_uncor,TP_SNP_bayP,TP_SNP_uncor,TP_TC_bayP,TP_TC_uncor,TP_WZA_bayP,TP_WZA_empR,TP_WZA_uncor,rep
0,1,1.0,1.0,1.0,0.95,1.0,0.85,0.75,0.0,0.0,0.0,0.014231544164864076,0.0,0.04470559471489498,0.06838637489697748,0.0,0.0,0.0,0.01,0.0,0.023392857142857142,0.037976190476190476,mean
1,2,0.975,1.0,1.0,0.975,0.95,0.9,0.825,0.0019907395202404202,0.0,0.0,0.014373306230212036,0.03325913129851863,0.06204818125759718,0.08668492082057284,0.005555555555555555,0.0,0.0,0.01,0.018333333333333333,0.029642857142857144,0.05136904761904761,mean
2,3,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9666666666666668,0.95,0.85,0.85,0.0019907395202404202,0.0019907395202404202,0.0006986368387930607,0.026004400395611395,0.0373668737421282,0.1072853322334472,0.10389033619857371,0.005555555555555555,0.005555555555555555,0.005555555555555555,0.02,0.024583333333333336,0.0676190476190476,0.06476190476190476,mean
3,4,0.9875,0.975,0.9875,0.975,0.9375,0.8875,0.8875,0.0019907395202404202,0.009707202119792032,0.0006986368387930607,0.026004400395611395,0.04270804151625112,0.1072853322334472,0.10389033619857371,0.005555555555555555,0.011805555555555555,0.005555555555555555,0.02,0.038869047619047616,0.0676190476190476,0.06476190476190476,mean
4,5,0.9800000000000001,0.9800000000000001,0.99,0.9800000000000001,0.95,0.9000000000000001,0.9000000000000001,0.005959082535249722,0.009707202119792032,0.0006986368387930607,0.026004400395611395,0.04270804151625112,0.12772301860297305,0.11160679879812532,0.012698412698412698,0.011805555555555555,0.005555555555555555,0.02,0.038869047619047616,0.08011904761904762,0.07101190476190475,mean
5,6,0.975,0.9833333333333332,0.9916666666666666,0.9833333333333332,0.9583333333333334,0.9,0.9,0.008450399621806706,0.009707202119792032,0.0006986368387930607,0.026004400395611395,0.04270804151625112,0.149627136276354,0.1436755793330505,0.018948412698412697,0.011805555555555555,0.005555555555555555,0.02,0.038869047619047616,0.09976190476190475,0.09351190476190475,mean
6,7,0.9714285714285713,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9642857142857142,0.9071428571428573,0.9071428571428571,0.012558142065416278,0.009707202119792032,0.004666979853802362,0.026004400395611395,0.04270804151625112,0.15635378898374747,0.1551120217788572,0.0251984126984127,0.011805555555555555,0.012698412698412698,0.02,0.038869047619047616,0.10531746031746032,0.09976190476190475,mean
7,8,0.975,0.9875,0.98125,0.98125,0.9625,0.9125,0.90625,0.012558142065416278,0.009707202119792032,0.0071582969403593474,0.034221858463085064,0.05179849876853988,0.16960847285159558,0.17869893010388432,0.0251984126984127,0.011805555555555555,0.018948412698412697,0.027142857142857146,0.045119047619047614,0.11156746031746032,0.11781746031746032,mean
8,9,0.9722222222222221,0.9888888888888889,0.9833333333333332,0.9833333333333334,0.961111111111111,0.916666666666667,0.916666666666667,0.0139309668245299,0.009707202119792032,0.0071582969403593474,0.034221858463085064,0.07223618513806572,0.17869893010388432,0.17869893010388432,0.03234126984126984,0.011805555555555555,0.018948412698412697,0.027142857142857146,0.05761904761904761,0.11781746031746032,0.11781746031746032,mean
9,10,0.975,0.9899999999999999,0.985,0.985,0.9650000000000001,0.9250000000000002,0.9250000000000002,0.0139309668245299,0.009707202119792032,0.0071582969403593474,0.034221858463085064,0.07223618513806572,0.17869893010388432,0.17869893010388432,0.03234126984126984,0.011805555555555555,0.018948412698412697,0.027142857142857146,0.05761904761904761,0.11781746031746032,0.11781746031746032,mean
10,11,0.9772727272727273,0.990909090909091,0.9863636363636363,0.9863636363636366,0.968181818181818,0.9272727272727271,0.9318181818181817,0.0139309668245299,0.009707202119792032,0.0071582969403593474,0.034221858463085064,0.07223618513806572,0.1968963094559429,0.17869893010388432,0.03234126984126984,0.011805555555555555,0.018948412698412697,0.027142857142857146,0.05761904761904761,0.12337301587301586,0.11781746031746032,mean
11,12,0.9791666666666667,0.9916666666666668,0.9833333333333332,0.9791666666666666,0.9666666666666665,0.9291666666666666,0.9375,0.0139309668245299,0.009707202119792032,0.016523782348025158,0.045303055235614245,0.0864677293029298,0.19888704897618328,0.17869893010388432,0.03234126984126984,0.011805555555555555,0.02728174603174603,0.03894841269841269,0.0676190476190476,0.12892857142857142,0.11781746031746032,mean
