,FD_SNP_bayP,FD_SNP_uncor,FD_TC_bayP,FD_TC_uncor,FD_WZA_bayP,FD_WZA_empR,FD_WZA_uncor,PCE_SNP_bayP,PCE_SNP_uncor,PCE_TC_bayP,PCE_TC_uncor,PCE_WZA_bayP,PCE_WZA_empR,PCE_WZA_uncor,TP_SNP_bayP,TP_SNP_uncor,TP_TC_bayP,TP_TC_uncor,TP_WZA_bayP,TP_WZA_empR,TP_WZA_uncor,rep,top
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6341805027127798,0.0,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,1
1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,2
2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,3
3,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1,4
4,0.6,0.8,0.8,0.8,0.8,0.6,0.6,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,5
5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,6
6,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,7
7,0.75,0.875,0.875,0.875,0.875,0.75,0.75,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,8
8,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,9
9,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,10
10,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.7324682008999157,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,11
11,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.7324682008999157,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,12
12,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.7324682008999157,0.7324682008999157,0.6341805027127798,0.6341805027127798,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,13
13,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7324682008999157,0.7324682008999157,0.6341805027127798,0.7324682008999157,0.6341805027127798,0.8048364515187382,0.8048364515187382,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,14
